Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,recidence_Time_Ratio,binary_outcome
A814058,Millie,Stray,Normal,Dog,Golden Retriever,Gold,2007-02-24 00:00:00,678,2020-02-23 17:24:00,2020-02-24 12:44:00,678,Spayed,Female,Spayed,Female,Long Branch Dr And Fitzhugh,Austin,TX,4748,1
A814057,Ruger,Stray,Normal,Dog,Miniature Schnauzer,Silver,2018-08-23 00:00:00,78,2020-02-23 17:10:00,2020-02-23 18:48:00,78,Intact,Male,Intact,Male,W William Cannon And Menchaca,Austin,TX,550,1
A814056,Spicy,Stray,Normal,Dog,Chihuahua Shorthair Mix,Tan,2013-02-23 00:00:00,365,2020-02-23 16:55:00,2020-02-23 18:33:00,365,Spayed,Female,Spayed,Female,9036 North Lamar,Austin,TX,2557,1
A814054,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Black,2018-02-23 00:00:00,104,2020-02-23 16:46:00,2020-02-27 16:52:00,104,Intact,Male,Intact,Male,13828 Spring Heath,Travis,TX,146,1
A814053,Molasses,Stray,Normal,Dog,Plott Hound Mix,Brown Brindle,2017-02-23 00:00:00,156,2020-02-23 16:33:00,2020-03-12 10:59:00,159,Intact,Female,Intact,Female,Goodrich And Collier,Austin,TX,61,1
A814050,Biscuit,Stray,Normal,Dog,American Pit Bull Terrier,Brown,2018-02-23 00:00:00,104,2020-02-23 16:26:00,2020-02-24 18:11:00,104,Intact,Male,Intact,Male,8803 Granada Hills Drive,Austin,TX,366,1
A814049,Unknown,Wildlife,Normal,Other,Bat,Black,2018-02-23 00:00:00,104,2020-02-23 16:07:00,2020-02-24 12:54:00,104,Unknown,Unknown,Unknown,Unknown,9801 West Parmer Lane,Austin,TX,731,0
A814045,Sangria,Stray,Normal,Dog,Catahoula Mix,Blue Merle,2018-02-23 00:00:00,104,2020-02-23 15:03:00,2020-03-04 11:57:00,105,Neutered,Male,Neutered,Male,4177 W Howard Ln,Austin,TX,73,1
A814044,Bungee,Stray,Normal,Dog,Chinese Sharpei Mix,Tan,2019-02-23 00:00:00,52,2020-02-23 15:03:00,2020-03-12 12:12:00,54,Intact,Male,Intact,Male,4177 W Howard Ln,Austin,TX,20,1
A814041,Moonpie,Stray,Normal,Dog,Australian Cattle Dog Mix,Black,2020-01-30 00:00:00,3,2020-02-23 14:28:00,2020-02-27 09:43:00,4,Intact,Female,Intact,Female,9212 S Hwy 183,Austin,TX,6,1
A814039,Gwen,Owner Surrender,Normal,Dog,German Shepherd Mix,Brown,2019-12-08 00:00:00,11,2020-02-23 14:07:00,2020-03-01 13:12:00,12,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,11,1
A814038,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Brown Tabby,2018-02-23 00:00:00,104,2020-02-23 13:58:00,2020-02-27 16:52:00,104,Unknown,Unknown,Unknown,Unknown,14709 Fitzgibbon Drive,Austin,TX,146,1
A814037,Luna,Owner Surrender,Sick,Dog,Border Collie Mix,Black,2019-11-23 00:00:00,13,2020-02-23 13:36:00,2020-02-25 12:21:00,13,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,46,1
A814036,Leighton,Owner Surrender,Normal,Dog,Boxer,Brown,2018-08-23 00:00:00,78,2020-02-23 13:28:00,2020-03-11 18:00:00,80,Neutered,Male,Neutered,Male,Unknown address,Manor,TX,31,1
A814035,Unknown,Stray,Sick,Cat,Domestic Longhair,Brown Tabby,2010-02-23 00:00:00,521,2020-02-23 13:25:00,2020-02-24 11:45:00,521,Intact,Female,Intact,Female,15208 Mandarin Crossing,Travis,TX,3653,1
A814033,Timmy,Owner Surrender,Normal,Dog,Rat Terrier Mix,Tricolor,2018-02-23 00:00:00,104,2020-02-23 13:17:00,2020-03-04 11:52:00,105,Intact,Male,Neutered,Male,Unknown address,Jonestown,TX,73,1
A814032,Amber,Stray,Normal,Dog,Labrador Retriever Mix,Brown,2006-02-23 00:00:00,730,2020-02-23 11:52:00,2020-02-23 16:14:00,730,Spayed,Female,Spayed,Female,Berrywood Dr And Blue Spring Way,Austin,TX,5114,1
A814031,Unknown,Stray,Normal,Dog,Black,Black,2019-12-23 00:00:00,8,2020-02-23 12:15:00,2020-02-27 17:53:00,9,Intact,Female,Spayed,Female,4709 Preakness Drive,Austin,TX,13,1
A814030,Unknown,Stray,Normal,Dog,Redbone Hound Mix,Red,2019-12-23 00:00:00,8,2020-02-23 12:15:00,2020-02-27 16:40:00,9,Intact,Female,Spayed,Female,4709 Preakness Drive,Austin,TX,13,1
A814028,Unknown,Stray,Injured,Dog,Chihuahua Shorthair,White,2018-02-23 00:00:00,104,2020-02-23 11:51:00,2020-02-27 16:19:00,104,Intact,Male,Intact,Male,8401 Colony Loop,Austin,TX,146,0
A814027,Quesito,Public Assist,Normal,Dog,Chihuahua Shorthair,White,2018-02-23 00:00:00,104,2020-02-24 13:17:00,2020-03-03 12:16:00,105,Intact,Male,Intact,Male,4320 S Congress,Austin,TX,92,1
A814026,Unknown,Stray,Normal,Cat,Domestic Shorthair,Black,2018-02-23 00:00:00,104,2020-02-23 11:32:00,2020-02-27 16:52:00,104,Intact,Male,Intact,Male,1901 E 51St St,Austin,TX,146,1
A814025,Unknown,Stray,Normal,Dog,Chihuahua Shorthair Mix,Brown Brindle,2019-02-23 00:00:00,52,2020-02-23 11:21:00,2020-02-27 16:51:00,52,Intact,Male,Neutered,Male,Unknown address,Travis,TX,73,1
A814024,Blackie,Owner Surrender,Injured,Dog,Labrador Retriever,Black,2020-01-16 00:00:00,5,2020-02-23 00:00:00,2020-02-23 11:17:00,5,Intact,Female,Intact,Female,Unknown address,Austin,TX,39,0
A814023,Unknown,Stray,Normal,Dog,Whippet,Tan,2019-12-23 00:00:00,8,2020-02-23 11:10:00,2020-02-29 15:32:00,9,Intact,Male,Neutered,Male,Montopolis And Porter,Austin,TX,9,1
A814021,Everett,Stray,Normal,Dog,German Shepherd Mix,Brown,2019-10-23 00:00:00,17,2020-02-23 10:46:00,2020-03-27 07:53:00,22,Intact,Male,Neutered,Male,16912 High Moon,Austin,TX,4,1
A814015,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-22 00:00:00,104,2020-02-22 22:21:00,2020-02-23 08:41:00,104,Unknown,Unknown,Unknown,Unknown,3614 Bill Price,Travis,TX,731,0
A814014,Blue,Stray,Normal,Dog,Catahoula,Brown Brindle,2018-02-22 00:00:00,104,2020-02-22 21:45:00,2020-02-29 18:29:00,105,Intact,Male,Intact,Male,2110 W Slaughter Ln,Austin,TX,104,1
A814013,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-22 00:00:00,104,2020-02-22 21:55:00,2020-02-23 08:42:00,104,Unknown,Unknown,Unknown,Unknown,2915 Aftonshire Way,Austin,TX,731,0
A814006,Unknown,Stray,Normal,Cat,Domestic Longhair,Torbie,2018-02-22 00:00:00,104,2020-02-22 16:17:00,2020-02-27 16:51:00,105,Intact,Female,Intact,Female,5004 West Wind Trl,Austin,TX,122,1
A814004,Ducky,Stray,Normal,Dog,Chihuahua Shorthair,Black,2010-02-22 00:00:00,521,2020-02-22 16:16:00,2020-02-29 16:20:00,522,Neutered,Male,Neutered,Male,Cottonmouth School Road And Dee Gabriel Collins Road,Austin,TX,457,1
A814003,Hester,Stray,Normal,Dog,Pit Bull,Blue,2018-02-22 00:00:00,104,2020-02-22 16:06:00,2020-02-27 17:10:00,105,Spayed,Female,Spayed,Female,801 East William Cannon Drive,Austin,TX,122,1
A814001,Cubby,Stray,Normal,Dog,Labrador Retriever Mix,Tan,2017-02-22 00:00:00,156,2020-02-22 15:55:00,2020-02-27 12:16:00,157,Intact,Male,Intact,Male,400 Cooper Drive,Austin,TX,219,1
A814000,Unknown,Stray,Normal,Dog,American Bulldog Mix,Brown Brindle,2019-10-22 00:00:00,17,2020-02-22 15:51:00,2020-02-26 16:11:00,18,Intact,Male,Neutered,Male,8003 S Ih 35,Austin,TX,25,1
A813999,Aquiles,Owner Surrender,Injured,Dog,Chihuahua Longhair Mix,Black,2019-02-22 00:00:00,52,2020-02-22 15:16:00,2020-02-28 17:52:00,53,Intact,Male,Intact,Male,Unknown address,Austin,TX,52,1
A813998,Lily,Owner Surrender,Normal,Cat,Domestic Longhair,Calico,2013-02-22 00:00:00,365,2020-02-22 15:06:00,2020-03-09 15:36:00,367,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,150,1
A813997,Ralphie,Owner Surrender,Normal,Dog,Chihuahua Shorthair,Tan,2019-02-22 00:00:00,52,2020-02-22 14:09:00,2020-02-25 18:40:00,52,Intact,Male,Neutered,Male,Unknown address,Austin,TX,92,1
A813995,Simba,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-02-22 00:00:00,52,2020-02-22 13:46:00,2020-02-22 15:29:00,52,Neutered,Male,Neutered,Male,5605 Jacaranda Dr,Austin,TX,366,1
A813994,Solomon,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2018-09-22 00:00:00,74,2020-02-22 13:37:00,2020-02-24 14:15:00,74,Neutered,Male,Neutered,Male,Tallow Tree Dr,Austin,TX,173,1
A813993,Teddy,Owner Surrender,Normal,Dog,Shih Tzu,White,2013-02-22 00:00:00,365,2020-02-22 13:34:00,2020-02-22 17:03:00,365,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,2557,1
A813992,Luna,Owner Surrender,Sick,Cat,Domestic Shorthair,Blue,2020-01-16 00:00:00,5,2020-02-22 13:27:00,2020-02-22 17:29:00,5,Intact,Female,Intact,Female,Unknown address,Austin,TX,38,1
A813991,Hennesey,Owner Surrender,Normal,Dog,Basset Hound,Black,2007-02-22 00:00:00,678,2020-02-22 13:07:00,2020-02-25 16:43:00,678,Intact,Male,Neutered,Male,Unknown address,Austin,TX,1187,1
A813990,Sissy,Abandoned,Normal,Dog,Chihuahua Shorthair Mix,Tan,2018-02-22 00:00:00,104,2020-02-22 12:54:00,2020-03-08 14:56:00,106,Spayed,Female,Spayed,Female,2405 Mozelle Ln,Austin,TX,46,1
A813988,Bumblebee,Owner Surrender,Normal,Cat,Domestic Medium Hair,Black,2019-08-22 00:00:00,26,2020-02-22 14:33:00,2020-03-08 13:48:00,28,Intact,Female,Spayed,Female,Unknown address,Austin,TX,12,1
A813987,Caterpillar,Owner Surrender,Normal,Cat,Domestic Shorthair,Black,2019-08-22 00:00:00,26,2020-02-22 14:33:00,2020-03-08 13:49:00,28,Intact,Female,Spayed,Female,Unknown address,Austin,TX,12,1
A813986,Dragonfly,Owner Surrender,Normal,Cat,Domestic Shorthair,Blue,2019-08-22 00:00:00,26,2020-02-22 14:33:00,2020-02-29 19:13:00,27,Intact,Male,Neutered,Male,Unknown address,Austin,TX,23,1
A813985,Firefly,Owner Surrender,Normal,Cat,Domestic Medium Hair,Blue,2019-08-22 00:00:00,26,2020-02-22 14:33:00,2020-03-04 10:51:00,27,Intact,Male,Neutered,Male,Unknown address,Austin,TX,17,1
A813984,Scooter,Abandoned,Normal,Dog,Dachshund,Red,2018-02-22 00:00:00,104,2020-02-22 12:54:00,2020-03-08 14:56:00,106,Intact,Male,Neutered,Male,2405 Mozelle Ln,Austin,TX,46,1
A813983,Bailey,Public Assist,Normal,Dog,Akita,Tricolor,2018-02-23 00:00:00,104,2020-02-25 13:35:00,2020-02-27 12:40:00,104,Spayed,Female,Spayed,Female,Unknown address,Travis,TX,366,1
A813982,Miah,Owner Surrender,Normal,Cat,Domestic Medium Hair,Gray Tabby,2019-02-22 00:00:00,52,2020-02-22 12:05:00,2020-02-23 12:48:00,52,Intact,Female,Intact,Female,Unknown address,Austin,TX,183,1
A813980,Chico,Stray,Normal,Dog,Chihuahua Shorthair Mix,Tan,2017-02-22 00:00:00,156,2020-02-22 11:47:00,2020-02-26 15:51:00,157,Intact,Male,Neutered,Male,Three Points Road And Grand Avenue Parkway,Austin,TX,219,1
A813979,Blue,Stray,Normal,Dog,Great Pyrenees Mix,Brown,2019-11-22 00:00:00,13,2020-02-22 11:15:00,2020-02-24 16:45:00,13,Intact,Male,Intact,Male,1551 Hwy 71,Austin,TX,31,1
A813977,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-21 00:00:00,104,2020-02-21 22:56:00,2020-02-22 10:36:00,104,Unknown,Unknown,Unknown,Unknown,1800 E Stassney,Austin,TX,731,0
A813970,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-21 00:00:00,104,2020-02-21 19:01:00,2020-02-22 08:20:00,104,Unknown,Unknown,Unknown,Unknown,16621 Barrhead Cv,Austin,TX,731,0
A813968,Dakota,Owner Surrender,Normal,Dog,Labrador Retriever,Black Brindle,2017-02-21 00:00:00,156,2020-02-21 17:54:00,2020-03-04 11:54:00,158,Intact,Female,Spayed,Female,Unknown address,Austin,TX,91,1
A813967,Harley,Owner Surrender,Normal,Dog,Labrador Retriever,Black,2017-02-21 00:00:00,156,2020-02-21 17:54:00,2020-03-04 11:54:00,158,Intact,Female,Spayed,Female,Unknown address,Austin,TX,91,1
A813966,Unknown,Stray,Normal,Dog,Chihuahua Longhair,Black,2019-02-21 00:00:00,52,2020-02-21 17:32:00,2020-02-25 12:23:00,52,Intact,Male,Intact,Male,Wet Season Drive And Musket Valley Trail,Austin,TX,92,1
A813965,Iris,Stray,Normal,Dog,Shih Tzu,Brown Brindle,2019-02-21 00:00:00,52,2020-02-21 17:32:00,2020-02-25 13:44:00,52,Intact,Female,Intact,Female,Wet Season Drive And Musket Valley Trail,Austin,TX,92,1
A813964,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-21 00:00:00,104,2020-02-21 23:05:00,2020-02-22 10:35:00,104,Unknown,Unknown,Unknown,Unknown,3812 Tonkawa Trl,Austin,TX,731,0
A813963,Unknown,Stray,Normal,Dog,Chihuahua Longhair,Black,2019-09-06 00:00:00,24,2020-02-21 16:28:00,2020-02-25 17:42:00,24,Intact,Male,Neutered,Male,5230 Thunder Creek Road,Austin,TX,34,1
A813961,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-21 00:00:00,104,2020-02-21 23:17:00,2020-02-22 10:37:00,104,Unknown,Unknown,Unknown,Unknown,5608 Courtyard,Austin,TX,731,0
A813960,Unknown,Wildlife,Injured,Other,Opossum,Gray,2017-02-21 00:00:00,156,2020-02-21 16:13:00,2020-02-24 12:54:00,156,Unknown,Unknown,Unknown,Unknown,5237 Meadow Creek Dr,Austin,TX,365,0
A813959,Sweets,Stray,Normal,Dog,Great Pyrenees,White,2017-02-21 00:00:00,156,2020-02-21 15:21:00,2020-02-27 12:17:00,157,Intact,Female,Intact,Female,6715 I 35,Austin,TX,183,1
A813957,Blossom,Stray,Sick,Cat,Domestic Medium Hair,Blue,2010-10-01 00:00:00,490,2020-02-21 15:01:00,2020-02-23 16:54:00,490,Spayed,Female,Spayed,Female,2620 W Anderson,Austin,TX,1144,1
A813956,Tom Girl,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-02-21 00:00:00,52,2020-02-21 14:39:00,2020-02-28 18:01:00,53,Neutered,Male,Neutered,Male,2401 Rosewood Avenue,Austin,TX,46,1
A813955,Unknown,Owner Surrender,Normal,Cat,Domestic Shorthair,Gray Tabby,2019-10-06 00:00:00,19,2020-02-21 14:23:00,2020-02-25 12:06:00,20,Intact,Female,Spayed,Female,Unknown address,Austin,TX,35,1
A813954,Sweetie,Owner Surrender,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-10-06 00:00:00,19,2020-02-21 14:23:00,2020-02-25 17:28:00,20,Intact,Male,Neutered,Male,Unknown address,Austin,TX,28,1
A813953,Unknown,Owner Surrender,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-10-06 00:00:00,19,2020-02-21 14:23:00,2020-02-25 12:07:00,20,Intact,Female,Spayed,Female,Unknown address,Austin,TX,35,1
A813952,Unknown,Owner Surrender,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-10-06 00:00:00,19,2020-02-21 14:23:00,2020-02-24 16:22:00,20,Intact,Male,Neutered,Male,Unknown address,Austin,TX,35,1
A813951,Athena,Public Assist,Sick,Cat,Abyssinian Mix,Red Tick,2019-10-21 00:00:00,17,2020-02-21 14:12:00,2020-02-25 12:07:00,18,Intact,Female,Intact,Female,3411 Andtree Boulevard,Travis,TX,31,1
A813949,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-21 00:00:00,104,2020-02-21 13:56:00,2020-02-22 08:18:00,104,Unknown,Unknown,Unknown,Unknown,460 Bastrop Highway,Austin,TX,731,0
A813946,Unknown,Stray,Normal,Cat,Persian,Calico,2019-02-21 00:00:00,52,2020-02-21 13:22:00,2020-02-25 12:17:00,52,Spayed,Female,Spayed,Female,11700 Metric Boulevard,Austin,TX,92,1
A813942,Jr,Owner Surrender,Normal,Dog,Labrador Retriever,Chocolate,2018-02-21 00:00:00,104,2020-02-21 12:20:00,2020-02-29 16:47:00,105,Intact,Male,Neutered,Male,201 Craigmount Drive,Austin,TX,81,1
A813940,Sierra,Stray,Normal,Dog,German Shepherd,Brown,2017-02-21 00:00:00,156,2020-02-21 11:48:00,2020-02-25 16:42:00,157,Intact,Female,Spayed,Female,10803 Platt Lane,Austin,TX,219,1
A813937,Unknown,Stray,Normal,Dog,Port Water Dog,Gray,2017-02-21 00:00:00,156,2020-02-21 11:31:00,2020-02-25 16:41:00,157,Intact,Male,Neutered,Male,Menchaca Road And West William Cannon Drive,Austin,TX,219,1
A813936,Unknown,Stray,Normal,Dog,Port Water Dog,Black,2015-02-21 00:00:00,260,2020-02-21 11:31:00,2020-02-25 16:42:00,261,Intact,Male,Neutered,Male,Menchaca Road And West William Cannon Drive,Austin,TX,365,1
A813934,Miss Piggy,Stray,Normal,Dog,Boston Terrier,Black,2012-02-21 00:00:00,417,2020-02-21 11:06:00,2020-02-21 17:21:00,417,Spayed,Female,Spayed,Female,Webberville Road And Springdale Road,Austin,TX,2923,1
A813933,Lucille,Stray,Normal,Dog,Belgian Malinois,Brown,2018-12-21 00:00:00,61,2020-02-21 10:00:00,2020-02-21 12:49:00,61,Spayed,Female,Spayed,Female,11402 February Drive,Austin,TX,428,1
A813931,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Orange Tabby,2020-02-21 00:00:00,0,2020-02-21 08:56:00,2020-02-21 18:43:00,0,Unknown,Unknown,Unknown,Unknown,508 East Howard Lane,Austin,TX,1,1
A813930,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Orange Tabby,2020-02-21 00:00:00,0,2020-02-21 08:56:00,2020-02-21 18:43:00,0,Unknown,Unknown,Unknown,Unknown,508 East Howard Lane,Austin,TX,1,1
A813929,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Orange Tabby,2020-02-21 00:00:00,0,2020-02-21 08:56:00,2020-02-21 18:43:00,0,Unknown,Unknown,Unknown,Unknown,508 East Howard Lane,Austin,TX,1,1
A813928,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Tortie,2020-02-21 00:00:00,0,2020-02-21 08:56:00,2020-02-21 18:42:00,0,Intact,Female,Intact,Female,508 East Howard Lane,Austin,TX,1,1
A813927,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Black,2020-02-21 00:00:00,0,2020-02-21 08:56:00,2020-02-21 18:42:00,0,Unknown,Unknown,Unknown,Unknown,508 East Howard Lane,Austin,TX,1,1
A813926,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Black,2020-02-21 00:00:00,0,2020-02-21 08:56:00,2020-02-21 18:42:00,0,Unknown,Unknown,Unknown,Unknown,508 East Howard Lane,Austin,TX,1,1
A813923,Dolly,Stray,Injured,Dog,German Shepherd,Brown,2019-09-21 00:00:00,21,2020-02-21 08:21:00,2020-03-13 11:43:00,24,Intact,Female,Intact,Female,530 Pleasant Grove Loop,Travis,TX,7,1
A813920,Unknown,Stray,Sick,Dog,Chihuahua Shorthair Mix,Tan,2019-10-20 00:00:00,17,2020-02-20 22:26:00,2020-02-21 17:27:00,17,Intact,Male,Intact,Male,9618 Holly Spring,Austin,TX,124,1
A813919,Bambi,Stray,Normal,Dog,German Shepherd Mix,Tan,2019-09-06 00:00:00,23,2020-02-20 22:19:00,2020-03-02 12:51:00,25,Intact,Female,Intact,Female,Hidden West,Travis,TX,15,1
A813918,Unknown,Wildlife,Normal,Other,Bat,Brown,2019-02-20 00:00:00,52,2020-02-20 18:43:00,2020-02-20 19:18:00,52,Unknown,Unknown,Unknown,Unknown,9503 Research,Austin,TX,366,0
A813916,Luna,Owner Surrender,Normal,Dog,Bearded Collie,Brown,2019-03-20 00:00:00,48,2020-02-20 18:28:00,2020-03-17 17:15:00,51,Intact,Female,Spayed,Female,Unknown address,Austin,TX,13,1
A813915,Plex,Owner Surrender,Sick,Dog,Pit Bull,Blue,2009-02-20 00:00:00,573,2020-02-20 12:59:00,2020-02-20 17:45:00,573,Intact,Male,Intact,Male,Unknown address,Austin,TX,4018,0
A813913,Bolt,Stray,Normal,Dog,Catahoula,Red Merle,2015-02-20 00:00:00,260,2020-02-20 17:18:00,2020-02-27 12:17:00,261,Intact,Male,Intact,Male,500 West Canyon Ridge Drive,Austin,TX,261,1
A813910,Unknown,Stray,Injured,Dog,Chihuahua Shorthair,Tan,2012-02-20 00:00:00,417,2020-02-20 16:05:00,2020-02-21 12:11:00,417,Neutered,Male,Neutered,Male,5200 Ross Road,Travis,TX,2923,1
A813909,Lily,Stray,Normal,Dog,Doberman Pinsch,Blue,2017-02-20 00:00:00,156,2020-02-20 15:45:00,2020-02-20 17:23:00,156,Spayed,Female,Spayed,Female,Maple Ave And 13Th St,Austin,TX,1096,1
A813905,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-20 00:00:00,104,2020-02-20 16:00:00,2020-02-21 09:34:00,104,Unknown,Unknown,Unknown,Unknown,100 Congress Ave,Austin,TX,731,0
A813902,Unknown,Abandoned,Normal,Cat,Domestic Shorthair,White,2017-02-20 00:00:00,156,2020-02-20 14:37:00,2020-02-24 16:20:00,157,Intact,Male,Neutered,Male,2417 West Ben White Boulevard,Austin,TX,219,1
A813900,Unknown,Wildlife,Normal,Other,Bat,Brown,2019-02-20 00:00:00,52,2020-02-20 15:50:00,2020-02-20 19:17:00,52,Unknown,Unknown,Unknown,Unknown,7900 E Riverside,Austin,TX,366,0
A813899,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-08-20 00:00:00,26,2020-02-20 14:59:00,2020-02-24 17:40:00,26,Intact,Male,Neutered,Male,6906 Carwill Drive,Austin,TX,37,1
A813895,Unknown,Stray,Normal,Dog,Pug,Red,2019-02-20 00:00:00,52,2020-02-20 14:16:00,2020-02-24 17:42:00,52,Intact,Female,Spayed,Female,Southport Drive Southridge Drive,Austin,TX,73,1
A813894,Jethro,Stray,Normal,Dog,Dachshund,Red,2019-02-20 00:00:00,52,2020-02-20 13:41:00,2020-02-24 18:54:00,52,Intact,Male,Neutered,Male,12312 Colt Drive,Travis,TX,73,1
A813893,Stitches,Stray,Normal,Dog,Chihuahua Shorthair,Brown,2018-02-20 00:00:00,104,2020-02-20 13:33:00,2020-02-25 12:28:00,105,Intact,Male,Intact,Male,12151 N Ih 35,Austin,TX,146,1
A813892,Unknown,Stray,Injured,Dog,Catahoula Mix,White,2018-02-20 00:00:00,104,2020-02-20 13:22:00,2020-02-25 11:35:00,105,Intact,Female,Intact,Female,16071 Pearce Lane,Travis,TX,146,1
A813891,Unknown,Stray,Normal,Cat,Domestic Shorthair,Cream Tabby,2018-02-20 00:00:00,104,2020-02-20 13:21:00,2020-02-24 11:23:00,104,Intact,Male,Intact,Male,12417 Granton Cv,Austin,TX,183,1
A813890,Bella,Owner Surrender,Normal,Dog,Maltese,White,2012-02-20 00:00:00,417,2020-02-20 13:08:00,2020-02-23 14:52:00,417,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,731,1
A813889,Indigo,Stray,Normal,Dog,Queensland Heeler Mix,Blue Tick,2015-02-20 00:00:00,260,2020-02-20 13:07:00,2020-02-25 14:16:00,261,Intact,Male,Intact,Male,N Ih 35 Frontage Rd And W Canyon Ridge,Austin,TX,304,1
A813888,Unknown,Stray,Injured,Cat,Domestic Shorthair,Blue,2018-02-20 00:00:00,104,2020-02-20 12:58:00,2020-02-20 14:36:00,104,Intact,Male,Intact,Male,4904 Merritt Circle,Austin,TX,731,1
A813886,Chula,Owner Surrender,Normal,Cat,Domestic Shorthair,Black,2019-07-20 00:00:00,30,2020-02-20 12:48:00,2020-02-22 15:29:00,31,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,72,1
A813883,Emerald,Stray,Normal,Dog,Pointer Mix,White,2019-02-20 00:00:00,52,2020-02-20 12:29:00,2020-03-02 12:51:00,53,Intact,Female,Intact,Female,2803 Loyola Lane,Austin,TX,30,1
A813881,Iris,Stray,Normal,Cat,Domestic Shorthair,Blue,2009-02-20 00:00:00,573,2020-02-20 11:53:00,2020-03-10 14:19:00,576,Spayed,Female,Spayed,Female,Kearney Hill Road And Speidel Drive,Travis,TX,201,1
A813878,Goldie,Stray,Injured,Cat,Domestic Shorthair,Tortie,2019-11-20 00:00:00,13,2020-02-20 11:54:00,2020-03-05 16:00:00,15,Intact,Female,Spayed,Female,500 West Ben White Boulevard,Austin,TX,6,1
A813875,Unknown,Stray,Normal,Dog,Vizsla,Red,2019-11-24 00:00:00,12,2020-02-20 11:42:00,2020-02-24 16:35:00,13,Intact,Male,Neutered,Male,2409 Ventura Drive,Austin,TX,18,1
A813871,Unknown,Stray,Normal,Dog,Shih Tzu,Black,2019-05-20 00:00:00,39,2020-02-20 11:00:00,2020-02-24 17:23:00,40,Intact,Female,Spayed,Female,West Townes Street And North Bastrop Street,Manor,TX,55,1
A813868,Rocky,Stray,Normal,Dog,German Shepherd,Brown,2018-02-20 00:00:00,104,2020-02-20 09:40:00,2020-02-20 11:31:00,104,Intact,Male,Intact,Male,Grove Boulevard And Hogan Avenue,Austin,TX,731,1
A813867,Unknown,Wildlife,Sick,Other,Raccoon,Black,2018-02-20 00:00:00,104,2020-02-20 09:49:00,2020-02-21 09:42:00,104,Unknown,Unknown,Unknown,Unknown,1200 Kinney Avenue,Austin,TX,731,0
A813865,Unknown,Wildlife,Sick,Other,Skunk,Black,2019-02-20 00:00:00,52,2020-02-20 09:05:00,2020-02-20 11:55:00,52,Unknown,Unknown,Unknown,Unknown,416 Brady Ln,Travis,TX,366,0
A813863,Unknown,Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Black,2020-02-19 00:00:00,0,2020-02-20 08:06:00,2020-02-25 08:38:00,0,Intact,Male,Intact,Male,Unknown address,Travis,TX,0,0
A813861,Satori,Stray,Normal,Dog,Rat Terrier,White,2019-08-20 00:00:00,26,2020-02-19 20:09:00,2020-02-25 11:21:00,27,Intact,Female,Spayed,Female,2002 E 7Th St,Austin,TX,31,1
A813860,Ruthie,Stray,Normal,Dog,Maltese,White,2019-02-20 00:00:00,52,2020-02-19 18:52:00,2020-02-20 11:08:00,52,Spayed,Female,Spayed,Female,800 West Cesar Chavez Street,Austin,TX,365,1
A813859,Snow,Stray,Normal,Dog,Siberian Husky,Black,2017-02-19 00:00:00,156,2020-02-19 18:09:00,2020-02-20 14:30:00,156,Intact,Female,Intact,Female,11316 Farmhaven Road,Austin,TX,1096,1
A813857,Wheaten,Stray,Normal,Dog,Labrador Retriever Mix,Tan,2017-02-19 00:00:00,156,2020-02-19 17:02:00,2020-02-25 16:54:00,157,Intact,Male,Intact,Male,8943 El Roy,Travis,TX,183,1
