Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,binary_outcome,recidence_Time_Ratio
A678604,Unknown,Stray,Normal,Dog,Chihuahua Shorthair Mix,Buff,5/10/2012 0:00,104,5/10/2014 16:14,5/24/2014 15:31,106,Male,Intact,Male,Intact,407 Cooper Dr,Austin,TX,1,2138
A735736,Unknown,Stray,Normal,Dog,Chihuahua Shorthair Mix,White,11/28/2015 0:00,43,9/28/2016 12:34,10/4/2016 17:03,44,Male,Intact,Male,Neutered,6600 Elm Creek,Austin,TX,1,1122
A711492,Unknown,Stray,Normal,Dog,Plott Hound Mix,White,7/23/2015 0:00,6,9/7/2015 14:26,9/19/2015 13:06,8,Female,Intact,Female,Spayed,973 & 183,Travis,TX,1,2754
A771391,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,4/24/2018 0:00,1,5/4/2018 12:09,5/4/2018 15:35,1,Unknown,Unknown,Unknown,Unknown,1925 Rutland Drive,Austin,TX,1,90
A766589,Unknown,Stray,Sick,Cat,Domestic Longhair Mix,Black,2/12/2017 0:00,52,2/12/2018 13:07,2/14/2018 0:00,52,Male,Intact,Male,Intact,17141 Rocky Ridge Road,Travis,TX,1,99
A768430,Unknown,Wildlife,Sick,Other,Skunk Mix,Black,3/19/2016 0:00,104,3/19/2018 13:46,3/19/2018 14:39,104,Unknown,Unknown,Unknown,Unknown,Penelope Circle And Dk Ranch Road,Austin,TX,0,99
A659836,Thelma,Stray,Normal,Dog,Labrador Retriever,Black,7/23/2013 0:00,11,10/11/2013 10:10,5/13/2014 11:57,42,Female,Spayed,Female,Spayed,Lago Vista/Jonestown,Jonestown,TX,1,117675
A771933,Unknown,Stray,Injured,Cat,Domestic Shorthair Mix,White,5/12/2016 0:00,104,5/12/2018 12:09,5/12/2018 15:06,104,Male,Intact,Male,Intact,Romeria Dr And N Lamar Blvd,Austin,TX,0,99
A779210,Frank,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,7/28/2018 0:00,4,8/27/2018 18:01,12/15/2018 13:06,20,Male,Intact,Male,Neutered,1300 South Pleasant Valley Road,Austin,TX,1,78536
A723907,Wenonah,Stray,Normal,Cat,Domestic Shorthair Mix,Torbie,4/8/2012 0:00,208,4/8/2016 16:37,6/10/2016 12:57,217,Female,Spayed,Female,Spayed,Mlk & San Jacinto Blvd,Austin,TX,1,9489
A714919,Romulus,Owner Surrender,Normal,Cat,Siamese Mix,Lilac Point,9/13/2015 0:00,6,10/29/2015 14:58,11/19/2015 18:02,9,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,4573
A754257,Chico,Stray,Normal,Dog,Chihuahua Shorthair Mix,Tan,7/18/2015 0:00,104,7/18/2017 10:59,7/22/2017 12:44,105,Male,Neutered,Male,Neutered,2305 Burleson Rd,Austin,TX,1,1109
A697190,Wiggins,Stray,Normal,Dog,Australian Cattle Dog,White,2/19/2013 0:00,104,2/19/2015 13:17,2/24/2015 13:40,105,Male,Intact,Male,Intact,4908E Yager Ln,Travis,TX,1,1109
A729315,Abby,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Tricolor,1/16/2010 0:00,334,6/16/2016 11:03,6/20/2016 0:00,335,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1102
A712276,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/20/2012 0:00,156,9/20/2015 12:28,10/4/2015 15:02,158,Female,Intact,Female,Intact,7604 Lazy River Cv,Austin,TX,1,2125
A728522,Shirley,Owner Surrender,Normal,Dog,Australian Cattle Dog Mix,White,6/5/2014 0:00,111,7/23/2016 16:14,10/18/2016 16:09,123,Female,Spayed,Female,Spayed,Unknown address,Hays,TX,1,13396
A697276,Troy,Stray,Normal,Dog,Queensland Heeler Mix,Blue Tick,2/21/2006 0:00,469,2/20/2015 17:22,2/21/2015 11:25,469,Male,Intact,Male,Intact,6504 Bridge Point Pwky,Austin,TX,1,99
A771739,Teddy,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,4/13/2018 0:00,3,5/8/2018 11:22,6/23/2018 19:00,10,Male,Intact,Male,Neutered,17305 Pearce Lane,Del Valle,TX,1,22903
A751862,Wayne,Owner Surrender,Normal,Dog,Pit Bull Mix,Red,9/14/2016 0:00,39,6/14/2017 11:20,6/23/2017 12:41,40,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,1125
A797934,Unknown,Wildlife,Normal,Other,Bat,Brown,6/19/2018 0:00,52,6/19/2019 14:05,6/20/2019 8:06,52,Unknown,Unknown,Unknown,Unknown,12109 Musket Rim,Austin,TX,0,99
A307592,Arthur,Owner Surrender,Normal,Cat,Domestic Longhair Mix,Orange Tabby,5/23/2002 0:00,626,5/24/2014 11:22,6/14/2014 15:15,629,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,3114
A759343,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Torbie,12/30/2016 0:00,39,9/30/2017 16:58,10/5/2017 17:44,39,Female,Intact,Female,Intact,2303 Alta Vista,Austin,TX,1,99
A698567,Eve,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Brown,3/23/2006 0:00,493,9/5/2015 14:21,9/13/2015 16:51,494,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1102
A742879,Unknown,Stray,Injured,Cat,Domestic Longhair Mix,Black,1/30/2014 0:00,156,1/30/2017 11:12,2/3/2017 15:23,157,Male,Neutered,Male,Neutered,1515 Wickersham Lane,Austin,TX,1,1106
A679631,Callie,Owner Surrender,Normal,Cat,Domestic Longhair Mix,Tortie,5/24/2002 0:00,626,5/24/2014 11:22,7/14/2014 18:08,633,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,0,7178
A775656,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,6/3/2018 0:00,4,7/3/2018 11:50,7/3/2018 18:23,4,Male,Intact,Male,Intact,124 West Anderson Lane,Austin,TX,1,97
A716878,Unknown,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue Tabby,6/27/2015 0:00,21,11/27/2015 14:55,12/8/2015 15:12,23,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,2289
A773762,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,5/15/2018 0:00,3,6/5/2018 0:00,6/5/2018 11:39,3,Male,Intact,Male,Intact,12349 Metric Boulevard,Austin,TX,1,96
A747260,Unknown,Wildlife,Sick,Other,Raccoon,Gray,4/17/2016 0:00,52,4/17/2017 12:39,4/18/2017 8:10,52,Unknown,Unknown,Unknown,Unknown,3706 S 2Nd St,Austin,TX,0,99
A732266,Tucker,Owner Surrender,Normal,Bird,Duck Mix,Black,8/4/2008 0:00,417,8/4/2016 18:58,8/6/2016 12:23,417,Male,Intact,Male,Intact,Unknown address,Austin,TX,1,99
A808600,Unknown,Stray,Injured,Cat,Domestic Shorthair,Black,11/11/2018 0:00,52,11/11/2019 0:00,11/11/2019 8:32,52,Unknown,Unknown,Unknown,Unknown,Riata Trace Prkway,Austin,TX,0,99
A709096,Unknown,Stray,Normal,Dog,Plott Hound Mix,Black Brindle,3/4/2015 0:00,21,8/4/2015 17:35,8/9/2015 13:24,22,Male,Intact,Male,Neutered,W Rundberg Ln And Northgate,Austin,TX,1,1146
A679005,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Orange Tabby,5/15/2012 0:00,104,5/19/2014 13:20,5/25/2014 17:34,105,Female,Intact,Female,Intact,1314 Morgan,Austin,TX,1,1109
A765847,Milo,Owner Surrender,Normal,Dog,Labrador Retriever Mix,Tricolor,12/20/2017 0:00,2,1/6/2018 16:28,2/24/2018 17:21,9,Male,Intact,Male,Neutered,Unknown address,Pflugerville,TX,1,30428
A802474,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Tortie,8/9/2019 0:00,1,8/18/2019 15:27,8/18/2019 18:00,1,Female,Intact,Female,Intact,6744 Broad Brook,Austin,TX,1,90
A742365,Unknown,Stray,Normal,Dog,Australian Shepherd Mix,Tan,8/20/2016 0:00,21,1/20/2017 14:23,1/24/2017 17:42,22,Female,Intact,Female,Spayed,6614 Blue Bluff Rd,Travis,TX,1,1146
A737691,Scarlett,Stray,Normal,Dog,Pit Bull Mix,Brown Brindle,5/2/2016 0:00,26,11/2/2016 15:30,4/19/2017 8:38,50,Female,Intact,Female,Spayed,Peppertree Pkwy & Peach Ct,Austin,TX,1,46168
A791871,Terry,Stray,Normal,Dog,Pit Bull Mix,Blue,4/2/2015 0:00,209,4/6/2019 13:12,4/6/2019 14:09,209,Male,Neutered,Male,Neutered,4809 S Congress Avenue,Austin,TX,1,99
A710051,Cloudy,Stray,Normal,Dog,Pit Bull Mix,White,12/16/2014 0:00,34,8/16/2015 13:14,9/11/2015 18:10,38,Male,Intact,Male,Neutered,Cloudmore Ln And Western Sky Blvd,Travis,TX,1,4568
A766507,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2/10/2017 0:00,52,2/10/2018 15:30,2/13/2018 19:30,52,Female,Intact,Female,Intact,5400 West Parmer Lane,Austin,TX,1,99
A755089,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,12/7/2016 0:00,33,7/29/2017 10:54,8/9/2017 13:03,35,Female,Intact,Female,Intact,810 Bastrop Highway,Austin,TX,1,2220
A733774,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,8/1/2012 0:00,212,8/26/2016 18:34,9/3/2016 14:33,213,Female,Spayed,Female,Spayed,15500 Imperial Jade Dr,Austin,TX,1,1104
A737958,Twila,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,11/7/2015 0:00,52,11/7/2016 13:14,11/26/2016 13:55,55,Female,Intact,Female,Spayed,801 E William Cannon Dr,Austin,TX,1,3272
A667197,Athos,Owner Surrender,Normal,Cat,Domestic Medium Hair Mix,Blue,10/14/2013 0:00,4,11/14/2013 12:47,11/22/2013 11:51,5,Male,Intact,Male,Intact,Unknown address,Austin,TX,1,1341
A692058,Unknown,Stray,Normal,Dog,French Bulldog Mix,Tan,11/13/2013 0:00,52,11/13/2014 18:09,11/18/2014 13:28,52,Male,Intact,Male,Neutered,6200 Linda Ln,Austin,TX,1,99
A766186,Hobie,Stray,Normal,Dog,Australian Kelpie Mix,Black,2/3/2016 0:00,104,2/3/2018 18:58,3/4/2018 14:16,108,Male,Intact,Male,Neutered,Westminster Drive And Gaston Place Drive,Austin,TX,1,4253
A750876,Rabi,Owner Surrender,Normal,Other,Rabbit Sh Mix,Brown,6/1/2016 0:00,52,6/1/2017 15:40,6/25/2017 12:14,55,Unknown,Unknown,Unknown,Unknown,Unknown address,Austin,TX,1,3272
A797561,Minnie,Owner Surrender,Normal,Dog,Boxer Mix,Black,4/14/2019 0:00,8,6/14/2019 17:01,6/17/2019 16:37,9,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,1222
A797806,Hilda,Stray,Injured,Dog,German Shepherd,Brown,6/18/2013 0:00,313,6/18/2019 9:20,11/26/2019 13:33,336,Female,Intact,Female,Intact,8804 Highway 183,Austin,TX,1,24789
A768878,Unknown,Wildlife,Normal,Other,Bat,Brown,3/26/2016 0:00,104,3/26/2018 16:47,3/27/2018 9:10,104,Unknown,Unknown,Unknown,Unknown,11301 Farrah Ln,Austin,TX,0,99
A780895,Sylvester,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue,8/6/2018 0:00,6,9/21/2018 14:50,10/20/2018 17:49,10,Male,Intact,Male,Neutered,Unknown address,Travis,TX,1,6721
A790538,Lola,Stray,Normal,Dog,Australian Cattle Dog,Brown,9/12/2017 0:00,78,3/12/2019 11:13,3/22/2019 11:46,79,Female,Spayed,Female,Spayed,Rainey Street,Austin,TX,1,1112
A702194,Unknown,Stray,Normal,Other,Raccoon Mix,Gray,5/10/2014 0:00,52,5/10/2015 14:27,5/11/2015 10:00,52,Unknown,Unknown,Unknown,Unknown,305 Loganberry Ct,Austin,TX,0,99
A714292,Unknown,Wildlife,Normal,Other,Snake,Brown,9/20/2015 0:00,4,10/20/2015 21:57,3/31/2016 14:18,27,Unknown,Unknown,Unknown,Unknown,2201 Post Rd,Austin,TX,1,152121
A680821,Unknown,Owner Surrender,Normal,Cat,Domestic Medium Hair Mix,Orange Tabby,3/24/2014 0:00,10,6/8/2014 12:47,6/14/2014 16:25,11,Female,Intact,Female,Spayed,2317 S Pleasant Valley Rd,Austin,TX,1,1198
A811339,Odin,Stray,Normal,Dog,American Staffordshire Terrier,Blue,1/2/2018 0:00,104,1/2/2020 11:36,1/3/2020 11:28,104,Male,Neutered,Male,Neutered,915 Red Cliff Drive,Austin,TX,1,99
A733591,Jordan,Owner Surrender,Normal,Dog,Pit Bull Mix,White,8/24/2010 0:00,313,8/24/2016 10:12,9/1/2016 17:52,314,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,0,1103
A781928,Unknown,Stray,Normal,Dog,German Shepherd Mix,Cream,7/17/2018 0:00,11,10/8/2018 12:03,10/15/2018 16:33,12,Female,Intact,Female,Spayed,10001 Burleson Road,Austin,TX,1,1189
A753841,Unknown,Wildlife,Normal,Other,Bat Mix,Brown,7/11/2016 0:00,52,7/11/2017 19:31,7/12/2017 7:50,52,Unknown,Unknown,Unknown,Unknown,12001 Dessau Rd,Austin,TX,0,99
A743670,Presley,Stray,Normal,Dog,Australian Kelpie Mix,Black,6/14/2016 0:00,35,2/14/2017 14:19,2/20/2017 17:50,35,Female,Intact,Female,Spayed,1000 E 41St St,Austin,TX,1,99
A679596,Sandy,Stray,Normal,Dog,Doberman Pinsch Mix,Liver,5/23/2011 0:00,156,5/23/2014 13:44,6/2/2014 18:29,158,Female,Intact,Female,Spayed,5200 E Stassney,Austin,TX,1,2125
A807974,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Blue,9/14/2019 0:00,7,11/2/2019 13:33,11/13/2019 11:41,8,Male,Intact,Male,Neutered,6005 Leisure Run Road,Austin,TX,1,1239
A706248,Buda,Stray,Normal,Dog,Pit Bull Mix,Blue,1/26/2015 0:00,21,6/26/2015 14:59,7/5/2015 18:26,22,Male,Intact,Male,Neutered,S Redondo Dr And Meander Dr,Austin,TX,1,1146
A781643,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,7/7/2018 0:00,12,10/3/2018 10:56,10/7/2018 17:44,13,Male,Intact,Male,Neutered,7112 Ed Bluestein Boulevard,Austin,TX,1,1181
A705370,Unknown,Stray,Nursing,Cat,Domestic Shorthair Mix,Cream Tabby,5/25/2015 0:00,3,6/16/2015 14:08,6/16/2015 17:46,3,Unknown,Unknown,Unknown,Unknown,4200 Turnerville Rd,Creedmoor,TX,1,96
A683493,Daphne,Stray,Injured,Dog,Chihuahua Shorthair Mix,Black,7/11/2012 0:00,104,7/11/2014 7:58,8/1/2014 12:33,107,Female,Intact,Female,Spayed,Lakewood Dr /Bull Creek,Austin,TX,1,3186
A695495,Belinda,Stray,Normal,Dog,Chihuahua Longhair Mix,Tan,1/16/2011 0:00,208,1/16/2015 18:12,1/23/2015 14:29,209,Female,Intact,Female,Spayed,1308 Thorneberry Rd,Del Valle,TX,1,1104
A670154,Bevo,Stray,Normal,Dog,Border Collie Mix,Cream,10/22/2013 0:00,10,1/2/2014 17:27,1/6/2014 17:51,10,Male,Intact,Male,Neutered,Palo Blanco,Austin,TX,1,99
A792436,Unknown,Stray,Nursing,Dog,Rottweiler Mix,Black,4/3/2019 0:00,1,4/10/2019 15:10,4/10/2019 15:15,1,Female,Intact,Female,Intact,1156 West Cesar Chavez Street,Austin,TX,1,90
A754201,Eevee,Stray,Normal,Cat,Domestic Longhair Mix,Calico,7/17/2010 0:00,365,7/17/2017 12:40,8/12/2017 19:01,369,Female,Spayed,Female,Spayed,12316 Alderbrook Side A,Austin,TX,1,4143
A673338,Joplin,Stray,Normal,Dog,Labrador Retriever Mix,Chocolate,2/22/2010 0:00,208,2/22/2014 13:28,2/28/2014 15:11,209,Male,Intact,Male,Neutered,2604 Rollingwood Dr,Austin,TX,1,1104
A712698,Unknown,Stray,Normal,Dog,Shih Tzu Mix,White,9/18/2015 0:00,1,9/26/2015 18:04,9/26/2015 19:12,1,Male,Intact,Male,Intact,Unknown address,Austin,TX,1,90
A667285,Ginger,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,8/15/2013 0:00,13,11/15/2013 14:28,11/30/2013 19:05,15,Female,Intact,Female,Spayed,5414 Bolm Rd,Austin,TX,1,2404
A770948,Zoey,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,4/27/2016 0:00,104,4/27/2018 14:16,5/1/2018 18:06,104,Female,Spayed,Female,Spayed,Unknown address,Pflugerville,TX,1,99
A534548,Chloe,Stray,Normal,Dog,Parson Russell Terrier Mix,White,8/2/2007 0:00,351,4/29/2014 18:30,5/9/2014 13:53,353,Female,Spayed,Female,Spayed,Crystalbrook Dr And Boulder Creek,Austin,TX,1,2111
A641632,Mary,Stray,Normal,Dog,Pit Bull Mix,White,11/10/2008 0:00,381,3/3/2016 13:14,3/8/2016 15:51,382,Female,Intact,Female,Intact,1903 S L Davis,Austin,TX,1,1102
A791374,Unknown,Wildlife,Normal,Other,Bat Mix,Black,3/25/2017 0:00,104,3/25/2019 9:44,3/25/2019 11:55,104,Unknown,Unknown,Unknown,Unknown,1700 East Slaughter Lane,Austin,TX,0,99
A725752,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/29/2016 0:00,0,5/2/2016 17:05,5/2/2016 19:02,0,Unknown,Unknown,Unknown,Unknown,10701 S 1St St,Austin,TX,1,0
A798912,Unknown,Stray,Injured,Dog,Labrador Retriever,Yellow,5/18/2019 0:00,6,7/2/2019 7:36,7/6/2019 9:15,7,Male,Intact,Male,Intact,3201 Duval St,Austin,TX,0,1262
A771763,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Blue,4/3/2018 0:00,5,5/9/2018 17:59,6/19/2018 8:32,11,Female,Intact,Female,Spayed,2514 Howellwood,Austin,TX,1,13156
A752155,Nova,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Tan,6/19/2016 0:00,55,7/11/2017 11:03,7/14/2017 17:39,55,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,99
A726778,Unknown,Stray,Normal,Dog,Border Terrier Mix,Brown,5/14/2015 0:00,52,5/14/2016 14:20,5/19/2016 12:41,53,Female,Intact,Female,Intact,13332 Elm Grove Rd,Travis,TX,1,1119
A723638,Elsa,Owner Surrender,Normal,Dog,Chihuahua Shorthair,White,10/4/2014 0:00,78,4/4/2016 12:48,4/26/2016 11:03,81,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,3215
A783737,Unknown,Stray,Normal,Dog,Plott Hound Mix,Brown Brindle,9/13/2018 0:00,7,11/5/2018 12:41,12/22/2018 18:08,14,Female,Intact,Female,Spayed,9945 Rodriguez Road,Austin,TX,1,14000
A795144,Unknown,Stray,Normal,Cat,Domestic Shorthair,White,5/16/2019 0:00,0,5/16/2019 15:22,5/16/2019 18:16,0,Unknown,Unknown,Unknown,Unknown,126 West Oltorf,Austin,TX,1,0
A769388,Unknown,Stray,Nursing,Dog,Labrador Retriever Mix,Chocolate,3/31/2018 0:00,0,4/4/2018 13:07,4/4/2018 13:10,0,Male,Intact,Male,Intact,2110 West Slaughter Lane,Austin,TX,1,0
A672958,Zoe,Owner Surrender,Normal,Dog,Miniature Pinscher,Black Smoke,2/18/2011 0:00,156,2/18/2014 15:38,2/21/2014 17:29,157,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,1106
A751737,Shoshanna,Stray,Normal,Cat,Domestic Shorthair Mix,Black,4/27/2017 0:00,6,6/12/2017 11:01,6/18/2017 10:59,7,Female,Intact,Female,Intact,18509 Rivertimer Dr,Travis,TX,1,1262
A674047,Osiris,Stray,Normal,Dog,German Shepherd Mix,Brown,1/6/2014 0:00,8,3/6/2014 16:25,3/10/2014 18:51,9,Male,Intact,Male,Neutered,10300 Golden Meadow Dr,Austin,TX,1,1222
A793934,Little Eddie,Stray,Injured,Dog,Chihuahua Shorthair,Tricolor,12/2/2018 0:00,21,5/1/2019 22:07,5/13/2019 16:22,23,Male,Intact,Male,Intact,6448 E Us 290 Hwy Svrd Wb,Austin,TX,1,2289
A767573,Charles,Stray,Injured,Cat,Domestic Longhair Mix,Orange Tabby,3/3/2016 0:00,104,3/3/2018 15:33,3/9/2018 13:42,105,Male,Neutered,Male,Neutered,South Lakeshore And Pleasant Valley,Austin,TX,1,1109
A683455,Unknown,Owner Surrender,Normal,Other,Rabbit Sh Mix,White,7/10/2013 0:00,52,7/10/2014 14:01,7/16/2014 16:11,53,Unknown,Unknown,Unknown,Unknown,Unknown address,Austin,TX,1,1119
A782203,Curley,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,8/21/2018 0:00,7,10/11/2018 16:35,10/29/2018 17:18,9,Male,Intact,Male,Neutered,5930 Middle Fiskville Road,Austin,TX,1,2661
A696171,Ophelia,Owner Surrender,Normal,Cat,Snowshoe Mix,Seal Point,1/30/2008 0:00,365,1/30/2015 16:08,2/28/2015 15:46,369,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,4143
A721219,Unknown,Stray,Normal,Dog,Yorkshire Terrier Mix,Blue,2/23/2007 0:00,469,2/23/2016 14:51,2/27/2016 11:29,470,Female,Spayed,Female,Spayed,Rowe Ln And,Pflugerville,TX,1,1102
A728534,Lula,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,6/5/2013 0:00,156,6/5/2016 13:48,7/2/2016 18:06,160,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,4202
A774980,Unknown,Stray,Normal,Dog,Border Collie Mix,Black,6/7/2018 0:00,2,6/22/2018 18:13,6/22/2018 19:43,2,Male,Intact,Male,Intact,6720 Broad Brook Drive,Austin,TX,1,95
A763736,Power,Stray,Normal,Dog,Chihuahua Shorthair Mix,Brown,2/15/2016 0:00,95,12/15/2017 11:33,12/15/2017 15:23,95,Male,Intact,Male,Intact,Braker Lane And Ptarmigen Drive,Austin,TX,1,99
A789952,Chico,Stray,Normal,Dog,Jack Russell Terrier Mix,White,3/2/2018 0:00,52,3/2/2019 13:24,3/6/2019 18:43,52,Male,Intact,Male,Neutered,13021 Dessau Road,Austin,TX,1,99
A666502,Duke,Stray,Normal,Dog,American Staffordshire Terrier Mix,Blue,11/2/2012 0:00,52,11/2/2013 12:20,11/12/2013 18:06,53,Male,Intact,Male,Neutered,6911 North Ih 35,Austin,TX,1,1119
A691381,Lucky,Owner Surrender,Normal,Dog,Miniature Schnauzer,Red,12/3/2009 0:00,256,11/3/2014 16:20,11/7/2014 13:07,257,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1103
A732942,Lily,Stray,Normal,Dog,Chihuahua Shorthair Mix,Black,8/15/2006 0:00,521,8/15/2016 12:43,8/29/2016 0:00,523,Female,Intact,Female,Spayed,808 Eberhart Ln,Austin,TX,1,2107
A715039,Asparagus,Stray,Injured,Cat,Domestic Shorthair Mix,Brown Tabby,10/30/2013 0:00,104,10/30/2015 18:42,12/28/2015 13:46,112,Male,Intact,Male,Neutered,1100 E Oltorf St,Austin,TX,1,8714
A735067,Cyndi,Stray,Normal,Dog,Anatol Shepherd Mix,Tan,1/19/2016 0:00,34,9/17/2016 15:20,9/23/2016 18:22,35,Female,Intact,Female,Spayed,13300 Breve,Travis,TX,1,1129
A680259,Ella,Owner Surrender,Normal,Cat,Domestic Medium Hair Mix,Tortie,10/1/2001 0:00,660,5/31/2014 14:58,8/5/2014 16:17,670,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,10251
A803375,Sonny,Stray,Normal,Dog,Black Mouth Cur Mix,Red,8/31/2016 0:00,156,8/31/2019 13:11,9/17/2019 14:52,158,Male,Intact,Male,Intact,5701 Johnny Morris Road,Austin,TX,1,2125
A730856,Unknown,Stray,Injured,Cat,Domestic Shorthair Mix,Black,1/11/2015 0:00,78,7/11/2016 16:58,7/12/2016 15:56,78,Female,Intact,Female,Intact,7700 W Parmer Ln,Austin,TX,0,99
A787938,Squeedle,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Calico,1/23/2017 0:00,104,1/23/2019 11:50,1/25/2019 17:58,104,Female,Spayed,Female,Spayed,5400 Freidrich Lane,Austin,TX,1,99
A711943,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,8/23/2015 0:00,3,9/14/2015 12:00,9/14/2015 17:16,3,Female,Intact,Female,Intact,7710 Hidden View Cir,Austin,TX,1,96
A792205,Kaizer,Stray,Normal,Dog,Siberian Husky,Gray,4/7/2017 0:00,104,4/7/2019 17:27,4/15/2019 11:40,105,Male,Intact,Male,Neutered,Rockridge And William Cannon,Austin,TX,1,1109
A800187,Unknown,Stray,Normal,Cat,Abyssinian,Brown,7/17/2018 0:00,52,7/17/2019 13:47,7/21/2019 11:11,52,Unknown,Unknown,Unknown,Unknown,1101 Brodie Street,Austin,TX,1,99
A796626,Hunter,Owner Surrender,Normal,Dog,Beagle,Tricolor,6/3/2012 0:00,366,6/11/2019 15:38,6/12/2019 14:58,366,Male,Neutered,Male,Neutered,Unknown address,Outside Jurisdiction,unknown,1,99
A690460,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Blue,10/6/2014 0:00,2,10/21/2014 12:05,10/21/2014 12:57,2,Female,Intact,Female,Intact,3504 Harmon Ave,Austin,TX,1,95
A746880,Harley,Stray,Normal,Dog,Labrador Retriever Mix,Chocolate,12/11/2016 0:00,52,12/16/2017 14:42,12/26/2017 0:00,54,Male,Intact,Male,Intact,Schmidt Lane And Fm 973,Manor,TX,1,2176
A783020,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Tortie,10/24/2016 0:00,104,10/24/2018 12:54,10/27/2018 14:49,104,Female,Intact,Female,Intact,1901 East Anderson Lane,Austin,TX,1,99
A698528,Drew Boy,Stray,Normal,Cat,Domestic Shorthair Mix,Black,2/8/2015 0:00,4,3/13/2015 12:32,4/13/2015 12:17,9,Male,Intact,Male,Neutered,2600 Scofield Ridge,Austin,TX,1,11195
A795982,Swan,Stray,Normal,Cat,Domestic Shorthair,Orange Tabby,4/9/2019 0:00,6,5/27/2019 12:13,8/17/2019 11:45,18,Female,Intact,Female,Spayed,Carl Road,Travis,TX,1,35704
A533795,Sandy,Owner Surrender,Normal,Cat,Domestic Shorthair,Torbie,7/24/2008 0:00,396,2/27/2016 17:38,3/13/2016 14:35,398,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,2110
A808871,Oddy,Stray,Normal,Dog,Chihuahua Shorthair,Tan,8/15/2019 0:00,13,11/15/2019 12:12,11/19/2019 17:10,13,Male,Intact,Male,Neutered,4213 Shallowbrook Trail,Austin,TX,1,99
A705925,Caesar,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Brown,6/22/2008 0:00,365,6/22/2015 16:24,7/27/2015 15:47,370,Male,Intact,Male,Neutered,Unknown address,Del Valle,TX,1,5168
A695984,Unknown,Stray,Injured,Dog,Pit Bull Mix,Blue,3/27/2014 0:00,43,1/26/2015 22:05,1/30/2015 10:10,44,Male,Intact,Male,Intact,9414 Parkfield Dr,Austin,TX,0,1122
